is_coea_point	is_ea_point	fevals	f1	f2	pred	prey	rel_pred_distances	rel_prey_distances	experiment
false	false	55440000	0.683463	0.683463	[| 0.655264433303 ; 0.163205017 ; -0.117911983546 ; -0.770431486251 ; -0.244781701383 ; 0.682587364389 ; -0.693789318667 ; 0.293704555702 ; -0.610726181434 ; -0.852302454742 ; -0.596934232305 ; -0.780723208867 ; 0.158154921755 ; -0.929760690887 ; 0.000296913558412 ; 0.335480407683 ; 0.486995843305 ; 0.487932577149 ; 4.71384423947e-13 ; 0.147387864411 ; 0.882752458816 ; 0.861335254662 |]	[| 90 ; 14.0012754736 ; 15.159912208 ; 12.7350874029 ; 15.0503210892 ; 14.6910749972 ; 15.0911297756 ; 14.0198875193 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.89117559915 ; 4.70879033761 ; 4.71437661542 ; 4.56968388959 |]	5.43182781522,5.2195924267,5.21421537686,4.9959429781,5.3599914363,4.74935669717,5.20999656144,4.91948720678,5.71691918854,5.5699431851,5.50290546581,5.52241847073,5.11667656573,5.61840919872,5.41526476431,5.55647624243,5.49695422309,4.59168865828,4.49582325032,7.72920030478,5.65698040122,6.07135298368,5.98122866989,6.39285821425,6.52221537957,6.61780411329,6.35542782435,5.67003307378,5.5216771794,6.34917773911,6.72983866112,6.37040999122,5.57305075083,6.62520287482,6.81140376543,7.28409670033,6.73835259139,6.78113244195,6.64784782729,6.17168328669,6.28944031236,6.18512840705,6.22301795246,5.67041770984,5.44782104241,5.2143323937,5.02541965763,4.97326389857,4.93342793539,4.34518356387,4.01435030859,4.66372336165,5.07531175228,4.73339824106,5.08562544001,0.	5.04831788511,6.17121189026,4.97848419433,4.70261477155,4.97848419433,4.97848419433,4.91893538732,4.92075343069,4.92075343069,4.92075343069,4.66532963588,4.97848419433,4.53559785896,4.97848419433,4.53339885635,4.53339885635,4.53339885635,4.97848419433,4.53339885635,4.87366104614,4.97848419433,4.89485631157,4.90399128423,5.00792707348,5.00792707348,5.00792707348,5.00792707348,4.97848419433,4.97848419433,4.97848419433,3.86927728888,4.97848419433,4.74701511632,4.66012713328,4.19487657745,4.25476748283,4.87636393136,4.44542806653,4.44542806653,4.48320922704,4.44542806653,4.74662858209,4.74662858209,4.13173859351,4.13173859351,4.13173859351,4.13173859351,4.13173859351,1.36718385104,1.28667200689,1.28667200689,1.28667200689,1.28667200689,1.28667200689,1.28667200689,0.	job_3500625.out
true	false	55440000	0.592137	0.668369	[| 0.0100660980559 ; 0.000160821305095 ; 0.235072091669 ; 0.220252354434 ; 0.0202609817938 ; 0.340001194915 ; 0.359289413613 ; 0.227125911204 ; -0.960469431329 ; -0.871218998728 ; 0.060797322806 ; -0.225939740438 ; -0.227930530832 ; 0.537002422121 ; 0.00239108951849 ; 4.18360663246e-06 ; 0.0150273752337 ; 0.00473843293246 ; 0.13394088129 ; 0.0257670220546 ; 0.236180747362 ; 0.161200610314 |]	[| 90 ; 14.0012754736 ; 15.159912208 ; 12.7350874029 ; 15.0503210892 ; 14.6910749972 ; 15.0911297756 ; 14.0198875193 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.89117559915 ; 4.70879033761 ; 4.71437661542 ; 4.56968388959 |]	7.41262981209,7.03898096759,5.92585557734,6.06677975258,6.04289195357,6.05847885457,6.28986656035,6.38809545412,6.05616162506,6.97645569439,6.41281109755,6.2859831681,5.93572079085,6.15372156336,6.03008615223,6.16424570865,6.03701747662,5.85818561881,5.92526469815,5.90822683671,6.18147923582,6.83741020189,6.32345967436,5.85444947778,5.98377009784,6.07935883157,5.81698254262,6.16842656326,6.3995427289,5.82593931134,6.32800495913,5.81365054171,6.27906006283,6.2890838313,6.1194335357,6.96472414714,5.95099657204,5.98823564797,6.12152026264,7.08005043375,5.84031619489,5.63501838123,5.67290792665,6.01853048243,6.53970210485,6.29686312064,6.04345938555,6.07758769238,6.26702860268,7.72382163189,7.44498074097,6.22883254226,6.44816124228,6.18742445164,7.44429568325,6.95573238689	5.04831788511,6.17121189026,4.97848419433,4.70261477155,4.97848419433,4.97848419433,4.91893538732,4.92075343069,4.92075343069,4.92075343069,4.66532963588,4.97848419433,4.53559785896,4.97848419433,4.53339885635,4.53339885635,4.53339885635,4.97848419433,4.53339885635,4.87366104614,4.97848419433,4.89485631157,4.90399128423,5.00792707348,5.00792707348,5.00792707348,5.00792707348,4.97848419433,4.97848419433,4.97848419433,3.86927728888,4.97848419433,4.74701511632,4.66012713328,4.19487657745,4.25476748283,4.87636393136,4.44542806653,4.44542806653,4.48320922704,4.44542806653,4.74662858209,4.74662858209,4.13173859351,4.13173859351,4.13173859351,4.13173859351,4.13173859351,1.36718385104,1.28667200689,1.28667200689,1.28667200689,1.28667200689,1.28667200689,1.28667200689,0.	job_3500625.out
false	true	55440000	0.588397	0.721997	[| 0.0772184062904 ; 0.532685991792 ; 0.390534072001 ; -0.926315248759 ; 0.0293301136207 ; 0.642518006105 ; -0.625003087746 ; 0.46862271902 ; -3.40080903569e-07 ; -3.69457225063e-05 ; 0.000200652828838 ; -0.943841923409 ; -0.97238791096 ; -0.693910624726 ; 0.421062955778 ; 0.15036356048 ; 0.759859878181 ; 0.134870221421 ; 1.63989937951e-05 ; 4.86962485688e-14 ; 0.065466858456 ; 0.289428964133 |]	[| 213 ; 12.3023081091 ; 7.04862935648 ; 19.7854159555 ; 13.5817095927 ; 11.526452098 ; 20.4846994919 ; 13.1150075771 ; 4.81533019148 ; 4.12400195315 ; 2.69489337656 ; 4.93145586065 ; 4.68442208622 ; 3.13304434979 ; 4.62738380439 |]	5.4287221689,5.11863826355,4.11881249195,4.28578492885,4.12213294851,4.13272496018,4.12055878049,4.35234654391,5.06678537177,4.72886789359,5.22989228066,4.85615847726,3.77073037101,4.988420082,4.90914156015,5.05035303828,4.9863330651,4.03250362146,4.0995827008,5.64435753332,4.26395746751,5.44511604105,4.89125119422,3.51812062603,3.60301652634,3.69860526006,3.65259078079,4.27701014007,4.44752963574,3.61817359504,3.8708747628,3.61730976945,4.34837505077,4.77376698884,4.55597326149,5.08116416268,5.25851647977,5.37529645808,5.51764155282,5.81801961732,4.35114769716,3.72173818702,3.75962773244,5.09372572411,4.8368360839,5.02601180816,4.91700925638,4.81154573169,6.71788298119,7.84831095412,7.87511905666,7.69139196537,7.9829371486,7.64104973312,8.14189765771,6.12185905338	3.98291114366,2.91934041046,1.98692548981,3.56457642882,1.98692548981,1.98692548981,1.54385414881,3.84216169614,3.84216169614,3.84216169614,1.51214964328,1.98692548981,1.78693073587,1.98692548981,1.54982384959,1.54982384959,1.54982384959,1.98692548981,1.54982384959,3.7950693116,1.98692548981,3.7549190865,1.94036154134,3.94151946463,3.94151946463,3.94151946463,3.94151946463,1.98692548981,1.98692548981,1.98692548981,2.80640008393,1.98692548981,3.84657405453,1.49721558613,0.834881522997,0.493688044611,3.8099563225,0.850986945611,0.850986945611,0.888768106117,0.850986945611,0.800758690518,0.800758690518,0.,0.,0.,0.,0.,4.06143769213,3.98092584798,3.98092584798,3.98092584798,3.98092584798,3.98092584798,3.98092584798,4.13173859351	job_3500625.out
false	false	60480000	0.575958	0.705473	[| 0.0255841977159 ; 0.831092359025 ; 0.344185458732 ; -0.64574719306 ; 0.588121734606 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.388340409371 ; -0.699451927399 ; -0.219528064774 ; 0.650104761938 ; 0.747142959335 ; -0.615958219732 ; 0.305614551374 ; 0.0673692343346 ; 0.692522960768 ; 0.128778100698 ; 0.000340916629696 ; 0.668763347996 ; 0.796897577933 ; 0.790532982174 |]	[| 194 ; 19.0920951415 ; 7.3879228596 ; 20.0059793853 ; 13.6120084247 ; 11.1518654663 ; 19.5899375712 ; 9.03220725131 ; 4.56308453536 ; 1.70916362731 ; 4.29440630736 ; 4.70159868658 ; 4.68157363254 ; 4.60507578989 ; 3.24330755636 |]	0.,0.885024819802,0.206828610164,0.365064740501,0.814784596899,1.91224146107,1.91764781032,1.78436139541,2.34470918596,1.86799052668,2.09333816946,2.46086919658,1.91723119582,2.7761880262,3.05384250221,2.64894780504,1.96612779975,3.1407997094,2.21507760147,2.63062099505,3.14870199444,2.4525500247,2.52571677789,2.48746153204,3.00240943551,2.53288057431,2.72125934806,3.17695702712,2.67788992621,2.89792163029,6.54139129772	0.,0.,0.,0.,0.29816510597,3.46434158388,3.46434158388,3.69698160925,0.421193920209,3.90320642945,3.69698160925,3.58278291665,3.90902979646,1.04271068532,3.61369666244,1.10445831858,3.61369666244,1.17853838583,3.61369666244,0.385188678506,0.324280753153,0.385188678506,4.03814761101,4.03814761101,0.316885038682,4.39883467507,4.39883467507,4.19489287035,3.84097769344,3.68031343635,4.82687941139	job_3500625.out
false	false	60480000	0.576933	0.705465	[| 0.0255841977159 ; 0.831092359025 ; 0.337333224976 ; -0.64574719306 ; 0.513302506387 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.388340409371 ; -0.93653540292 ; -0.219528064774 ; 0.650104761938 ; 0.747142959335 ; 0.446046586892 ; 0.305614551374 ; 0.0515791844507 ; 0.692522960768 ; 0.128778100698 ; 0.000313924407859 ; 0.668763347996 ; 0.631376693713 ; 0.80384000359 |]	[| 194 ; 19.0920951415 ; 7.3879228596 ; 20.0059793853 ; 13.6120084247 ; 11.1518654663 ; 19.5899375712 ; 9.03220725131 ; 4.56308453536 ; 1.70916362731 ; 4.29440630736 ; 4.70159868658 ; 4.68157363254 ; 4.60507578989 ; 3.24330755636 |]	0.885024819802,0.,0.75388335582,0.912119486156,1.34947437944,2.75053254803,2.75593889728,1.59341866856,1.86092086871,2.34941831944,2.35219679353,2.707777613,1.64817413091,3.03504665027,2.3076374861,3.12125620427,2.39128794353,2.39459469328,2.64023774525,3.14617171289,2.40249697832,2.98910620413,2.77405715432,2.70692405922,3.51796015335,2.05668669691,2.31069667189,2.85065651615,2.25789532584,2.47792702992,6.7158408401	0.,0.,0.,0.,0.29816510597,3.46434158388,3.46434158388,3.69698160925,0.421193920209,3.90320642945,3.69698160925,3.58278291665,3.90902979646,1.04271068532,3.61369666244,1.10445831858,3.61369666244,1.17853838583,3.61369666244,0.385188678506,0.324280753153,0.385188678506,4.03814761101,4.03814761101,0.316885038682,4.39883467507,4.39883467507,4.19489287035,3.84097769344,3.68031343635,4.82687941139	job_3500625.out
false	false	60480000	0.578389	0.705293	[| 0.0255841977159 ; 0.831092359025 ; 0.26375207206 ; -0.64574719306 ; 0.513302506387 ; 0.632989071227 ; -0.609980218982 ; 0.43836561216 ; -0.388340409371 ; -0.93653540292 ; -0.219528064774 ; 0.650104761938 ; 0.747142959335 ; -0.615958219732 ; 0.305614551374 ; 0.0577616660092 ; 0.692522960768 ; 0.128778100698 ; 0.000480397365095 ; 0.668763347996 ; 0.796897577933 ; 0.790532982174 |]	[| 194 ; 19.0920951415 ; 7.3879228596 ; 20.0059793853 ; 13.6120084247 ; 11.1518654663 ; 19.5899375712 ; 9.03220725131 ; 4.56308453536 ; 1.70916362731 ; 4.29440630736 ; 4.70159868658 ; 4.68157363254 ; 4.60507578989 ; 3.24330755636 |]	0.206828610164,0.75388335582,0.,0.158236130337,0.683643132916,2.07239032284,2.07779667209,1.67032907481,2.17821546982,1.93105524985,1.94205311518,2.28262484548,1.72174709534,2.62673000372,2.96132564617,2.74056437747,2.04628817367,3.04828285335,2.2952379754,2.78011736498,3.06471453125,2.56809164855,2.58842095574,2.53365282375,3.10931056088,2.36587583237,2.5186984123,3.2406406923,2.5952293668,2.85703127949,6.48509095163	0.,0.,0.,0.,0.29816510597,3.46434158388,3.46434158388,3.69698160925,0.421193920209,3.90320642945,3.69698160925,3.58278291665,3.90902979646,1.04271068532,3.61369666244,1.10445831858,3.61369666244,1.17853838583,3.61369666244,0.385188678506,0.324280753153,0.385188678506,4.03814761101,4.03814761101,0.316885038682,4.39883467507,4.39883467507,4.19489287035,3.84097769344,3.68031343635,4.82687941139	job_3500625.out
false	false	60480000	0.578494	0.705142	[| 0.0252702698399 ; 0.831092359025 ; 0.26375207206 ; -0.64574719306 ; 0.513302506387 ; 0.632989071227 ; -0.618008364836 ; 0.43836561216 ; -0.124064389639 ; -0.93653540292 ; -0.219528064774 ; 0.650104761938 ; 0.747142959335 ; -0.615958219732 ; 0.305614551374 ; 0.0577616660092 ; 0.692522960768 ; 0.128778100698 ; 0.000480397365095 ; 0.690533467664 ; 0.796897577933 ; 0.790532982174 |]	[| 194 ; 19.0920951415 ; 7.3879228596 ; 20.0059793853 ; 13.6120084247 ; 11.1518654663 ; 19.5899375712 ; 9.03220725131 ; 4.56308453536 ; 1.70916362731 ; 4.29440630736 ; 4.70159868658 ; 4.68157363254 ; 4.60507578989 ; 3.24330755636 |]	0.365064740501,0.912119486156,0.158236130337,0.,0.841879263253,2.22999859742,2.23540494667,1.82856520515,2.28201160579,2.03485138582,2.10028924552,2.44086097582,1.82525683769,2.73052613969,3.07539368142,2.8988005078,2.16035620892,2.89807486887,2.4099338664,2.92969749371,3.1787825665,2.71767177728,2.74602923032,2.69126109833,3.25889068961,2.5154559611,2.62473830169,3.39022082103,2.74480949553,3.00661140822,6.64332708197	0.,0.,0.,0.,0.29816510597,3.46434158388,3.46434158388,3.69698160925,0.421193920209,3.90320642945,3.69698160925,3.58278291665,3.90902979646,1.04271068532,3.61369666244,1.10445831858,3.61369666244,1.17853838583,3.61369666244,0.385188678506,0.324280753153,0.385188678506,4.03814761101,4.03814761101,0.316885038682,4.39883467507,4.39883467507,4.19489287035,3.84097769344,3.68031343635,4.82687941139	job_3500625.out
false	false	60480000	0.578561	0.704901	[| 0.0255841977159 ; 0.831092359025 ; 0.337333224976 ; -0.64574719306 ; 0.225884254771 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.388340409371 ; -0.93653540292 ; -0.219528064774 ; 0.650104761938 ; 0.508231538901 ; -0.615958219732 ; 0.305614551374 ; 0.0515791844507 ; 0.692522960768 ; 0.128778100698 ; 0.000340916629696 ; 0.34507976632 ; 0.796897577933 ; 0.737764321608 |]	[| 194 ; 19.0920951415 ; 7.3879228596 ; 20.0059793853 ; 13.6120084247 ; 7.8715161894 ; 19.5899375712 ; 9.03220725131 ; 4.56308453536 ; 1.70916362731 ; 4.29440630736 ; 4.70159868658 ; 4.9106214197 ; 4.63144577607 ; 3.24330755636 |]	0.814784596899,1.34947437944,0.683643132916,0.841879263253,0.,2.13107036909,2.13647671834,1.04909929815,1.85585070291,1.8573464746,1.61850984322,1.8724816622,1.49187221606,2.01666802372,3.28604908114,2.56895291419,2.37883044252,3.37300628832,2.62778024425,3.24979566682,3.38090857336,3.09273015806,2.87414804482,2.80701494971,3.33344063072,2.28214352442,2.71035299039,3.08231106429,2.6161958681,2.83622757218,6.16090003403	0.29816510597,0.29816510597,0.29816510597,0.29816510597,0.,3.29388536458,3.29388536458,3.52652538995,0.47777702345,3.73275021015,3.52652538995,3.41232669735,3.73857357716,1.17957208026,3.44324044314,1.24131971353,3.44324044314,1.31539978078,3.44324044314,0.516745951798,0.380863856394,0.516745951798,3.86769139171,3.86769139171,0.373468141923,4.22837845577,4.22837845577,4.02443665105,3.67052147415,3.97705431548,5.09825117173	job_3500625.out
false	false	60480000	0.582519	0.704812	[| 0.0242577997956 ; 0.847569323494 ; 0.337333224976 ; -0.64574719306 ; 0.548294219962 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.555429901116 ; -0.0916173622746 ; -0.219528064774 ; -0.121867698787 ; -0.36414219633 ; -0.78117944493 ; 0.29112689443 ; 0.0673692343346 ; 0.692522960768 ; 0.13088410988 ; 9.09822739294e-05 ; 0.566349748539 ; 0.796897577933 ; 0.450393406859 |]	[| 213 ; 17.5068467384 ; 7.02571286451 ; 20.3407967325 ; 13.7919297413 ; 7.08720829932 ; 19.2389689989 ; 7.32753020805 ; 4.74570851325 ; 4.41058235921 ; 3.9740117749 ; 4.85812530752 ; 4.28872813273 ; 2.63162208414 ; 4.9212680104 |]	1.91224146107,2.75053254803,2.07239032284,2.22999859742,2.13107036909,0.,0.00540634924938,2.41590013073,2.1308702399,1.8297887702,2.06073185788,1.53687983684,2.29373690877,2.30642056556,3.6016694588,2.8168583761,2.60319434496,3.68707484767,2.55900823912,2.66194180917,3.82803977344,2.61313403434,2.31335464521,2.56496728295,2.52568522176,2.94885745397,3.4364323507,3.47971709717,3.43645776299,3.72235640291,6.4869783135	3.46434158388,3.46434158388,3.46434158388,3.46434158388,3.29388536458,0.,0.,0.787855524182,3.50703643761,0.818165632151,0.787855524182,0.674371262938,0.788095327868,3.34978922369,0.745384014688,3.41897100213,0.745384014688,3.49305106938,0.745384014688,3.54600536596,3.36894964908,3.54600536596,1.38353655958,1.38353655958,3.37634536355,1.55278492466,1.55278492466,1.44340687699,1.43284237299,1.90447488958,4.81568477922	job_3500625.out
false	false	60480000	0.582860	0.704764	[| 0.0242577997956 ; 0.847569323494 ; 0.337333224976 ; -0.64574719306 ; 0.548294219962 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.555429901116 ; -0.0916173622746 ; -0.219528064774 ; -0.121867698787 ; -0.36414219633 ; -0.78117944493 ; 0.29112689443 ; 0.0673692343346 ; 0.687116611519 ; 0.13088410988 ; 9.09822739294e-05 ; 0.566349748539 ; 0.796897577933 ; 0.450393406859 |]	[| 213 ; 17.5068467384 ; 7.02571286451 ; 20.3407967325 ; 13.7919297413 ; 7.08720829932 ; 19.2389689989 ; 7.32753020805 ; 4.74570851325 ; 4.41058235921 ; 3.9740117749 ; 4.85812530752 ; 4.28872813273 ; 2.63162208414 ; 4.9212680104 |]	1.91764781032,2.75593889728,2.07779667209,2.23540494667,2.13647671834,0.00540634924938,0.,2.42130647998,2.13627658915,1.83519511945,2.06613820713,1.54228618609,2.29914325802,2.31182691481,3.59626310955,2.81145202685,2.59778799571,3.68166849842,2.55360188987,2.65653545992,3.82263342419,2.60772768509,2.30794829596,2.5595609337,2.52027887251,2.94345110472,3.43102600145,3.48512344642,3.44186411224,3.72776275216,6.48157196425	3.46434158388,3.46434158388,3.46434158388,3.46434158388,3.29388536458,0.,0.,0.787855524182,3.50703643761,0.818165632151,0.787855524182,0.674371262938,0.788095327868,3.34978922369,0.745384014688,3.41897100213,0.745384014688,3.49305106938,0.745384014688,3.54600536596,3.36894964908,3.54600536596,1.38353655958,1.38353655958,3.37634536355,1.55278492466,1.55278492466,1.44340687699,1.43284237299,1.90447488958,4.81568477922	job_3500625.out
false	false	60480000	0.583238	0.704481	[| 0.0255841977159 ; 0.831092359025 ; 0.337333224976 ; -0.64574719306 ; 0.266884668549 ; 0.636592613452 ; -0.609980218982 ; 0.4415666884 ; -0.63012671835 ; -0.940535669396 ; -0.0892188349897 ; 0.650104761938 ; 0.0126073215693 ; 0.141254389419 ; 0.29112689443 ; 0.0673692343346 ; 0.692522960768 ; 0.128778100698 ; 0.00050910893777 ; 0.169179708234 ; 0.796897577933 ; 0.741235314655 |]	[| 213 ; 17.6169500163 ; 7.10451524079 ; 19.4106247644 ; 13.6498304745 ; 7.1102144569 ; 19.2389689989 ; 11.2044181232 ; 4.79225335695 ; 4.67716535224 ; 3.11217248997 ; 4.79626608418 ; 4.64055755718 ; 2.55633110462 ; 4.90838436603 |]	1.78436139541,1.59341866856,1.67032907481,1.82856520515,1.04909929815,2.41590013073,2.42130647998,0.,1.78075484812,2.52071353785,2.32481600603,1.89456280399,1.62045551593,2.2993610793,3.02353560681,2.96723341118,3.24942009182,3.35227912298,3.49836989354,4.06716335154,3.1922246484,3.88909238119,3.25600664242,2.69371720765,4.15080831543,2.19626022094,2.66997541941,2.75717809495,2.599231532,2.49255448322,6.14714307119	3.69698160925,3.69698160925,3.69698160925,3.69698160925,3.52652538995,0.787855524182,0.787855524182,0.,3.73967646298,0.206224820192,0.,0.217083907333,0.529003872113,3.19605546349,0.250451169327,3.33295611509,0.250451169327,3.40703618234,0.250451169327,3.61218419303,3.5783172526,3.61218419303,0.953818688119,0.953818688119,3.58571296708,1.0292005032,1.0292005032,1.113175637,1.2656989905,1.39574029952,4.58662535574	job_3500625.out
false	false	60480000	0.583502	0.704314	[| 0.0255841977159 ; 0.823524465148 ; 0.23396898793 ; -0.622325800552 ; 0.548334337497 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.333900415005 ; -0.933059371801 ; -0.593300297011 ; -0.0130038687462 ; 0.249104495549 ; 0.109985973846 ; 0.290807422823 ; 0.040458557998 ; 0.692522960768 ; 0.13088410988 ; 0.000960852618119 ; 0.31067386446 ; 0.563597204494 ; 0.450393406859 |]	[| 194 ; 18.2843213374 ; 7.3879228596 ; 20.0059793853 ; 13.6120084247 ; 9.66111437727 ; 19.0488024779 ; 9.03220725131 ; 4.03683196685 ; 1.70916362731 ; 4.58436287213 ; 4.70159868658 ; 4.73880875542 ; 4.60507578989 ; 3.24330755636 |]	2.34470918596,1.86092086871,2.17821546982,2.28201160579,1.85585070291,2.1308702399,2.13627658915,1.78075484812,0.,1.37786770648,1.4752739229,1.46208942462,1.21043740198,1.52066540618,2.59623183091,2.97803446407,2.09475892112,2.46010773367,2.04792001943,3.29187973173,2.88015571412,3.08468257355,2.24052612655,2.62439601797,2.960270273,1.39255526785,2.5261565689,2.15969713576,1.81662449699,2.08131344041,5.8277349492	0.421193920209,0.421193920209,0.421193920209,0.421193920209,0.47777702345,3.50703643761,3.50703643761,3.73967646298,0.,3.94590128318,3.73967646298,3.62547777038,3.95172465019,1.04255547118,3.65639151616,1.01210210568,3.65639151616,1.08618217293,3.65639151616,0.202466440004,0.254079556863,0.202466440004,4.13098083221,4.13098083221,0.261475271334,4.49166789627,4.49166789627,4.28772609155,3.93381091465,3.984686872,4.89678542562	job_3500625.out
false	false	60480000	0.586270	0.703720	[| 0.0255841977159 ; 0.823524465148 ; 0.267920534272 ; -0.603538897145 ; 0.522449803867 ; 0.640025477364 ; -0.609980218982 ; 0.43836561216 ; -0.333900415005 ; -0.613033194457 ; -0.289528822372 ; -0.0879059915321 ; 0.785313357006 ; -0.78117944493 ; 0.276044271839 ; 0.0673692343346 ; 0.70080849508 ; 0.101110078685 ; 0.000325369575415 ; 0.2057068496 ; 0.504519966278 ; 0.423719067483 |]	[| 213 ; 17.6169500163 ; 7.10451524079 ; 19.4106247644 ; 13.6498304745 ; 7.1102144569 ; 19.2389689989 ; 11.2044181232 ; 4.79225335695 ; 4.67716535224 ; 3.11217248997 ; 4.79626608418 ; 3.81565827641 ; 2.55633110462 ; 4.90838436603 |]	1.86799052668,2.34941831944,1.93105524985,2.03485138582,1.8573464746,1.8297887702,1.83519511945,2.52071353785,1.37786770648,0.,0.905176106003,1.26747839771,1.60162326292,1.41144041744,3.31421036043,1.76551369689,2.03427686892,3.21847062697,1.98743796724,2.36422252115,3.45455369374,2.14772476846,2.30890120966,2.64555060175,2.13761474831,1.58587625477,3.01241423,2.16440749204,2.27131109886,2.34096516578,6.08992938001	3.90320642945,3.90320642945,3.90320642945,3.90320642945,3.73275021015,0.818165632151,0.818165632151,0.206224820192,3.94590128318,0.,0.206224820192,0.423308727526,0.32277905192,3.40228028368,0.456675989519,3.53918093529,0.456675989519,3.61326100254,0.456675989519,3.81840901322,3.7845420728,3.81840901322,1.16004350831,1.16004350831,3.79193778727,1.0447207781,1.0447207781,1.05004038826,1.28121926539,1.60196511971,4.79285017593	job_3500625.out
false	false	60480000	0.588914	0.703654	[| 0.0255841977159 ; 0.831549701451 ; 0.162614990102 ; -0.603538897145 ; 0.496671748611 ; 0.66531179894 ; -0.609980218982 ; 0.43836561216 ; -0.436095340642 ; -0.881270808502 ; -0.219528064774 ; -0.185195730576 ; 0.522135721307 ; -0.81695643894 ; 0.276044271839 ; 0.0216107602926 ; 0.692522960768 ; 0.13088410988 ; 0.000192480221481 ; 0.235263815128 ; 0.359721659119 ; 0.566039942076 |]	[| 213 ; 17.6169500163 ; 7.10451524079 ; 19.4106247644 ; 13.6498304745 ; 7.1102144569 ; 19.2389689989 ; 11.2044181232 ; 4.79225335695 ; 4.67716535224 ; 3.11217248997 ; 4.79626608418 ; 4.64055755718 ; 2.55633110462 ; 4.90838436603 |]	2.09333816946,2.35219679353,1.94205311518,2.10028924552,1.61850984322,2.06073185788,2.06613820713,2.32481600603,1.4752739229,0.905176106003,0.,1.04593261545,1.48689503475,0.76566923237,3.06087038448,2.08849151736,1.68649806329,3.02025662665,1.58071061083,2.6006473886,3.20584424396,2.58201443029,2.46798574933,2.63531119366,2.25645362299,1.54880021746,2.57815279208,2.19791047182,1.97148139088,2.11139644857,6.07539555043	3.69698160925,3.69698160925,3.69698160925,3.69698160925,3.52652538995,0.787855524182,0.787855524182,0.,3.73967646298,0.206224820192,0.,0.217083907333,0.529003872113,3.19605546349,0.250451169327,3.33295611509,0.250451169327,3.40703618234,0.250451169327,3.61218419303,3.5783172526,3.61218419303,0.953818688119,0.953818688119,3.58571296708,1.0292005032,1.0292005032,1.113175637,1.2656989905,1.39574029952,4.58662535574	job_3500625.out
false	false	60480000	0.589334	0.703079	[| 0.0255841977159 ; 0.832312513362 ; 0.185990018845 ; -0.603538897145 ; 0.425803051489 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.845173435826 ; -0.910057137122 ; -0.219528064774 ; -0.124465120656 ; -0.0170940721286 ; -0.81695643894 ; 0.276044271839 ; 0.020344702882 ; 0.692522960768 ; 0.13088410988 ; 0.000192480221481 ; 0.235263815128 ; 0.639794754197 ; 0.385318447291 |]	[| 213 ; 17.5068467384 ; 7.10451524079 ; 19.9097113451 ; 13.0249213571 ; 7.08720829932 ; 19.2389689989 ; 11.2044181232 ; 4.74570851325 ; 4.67716535224 ; 3.47084557074 ; 4.79626608418 ; 4.66921138725 ; 2.63162208414 ; 4.90838436603 |]	2.46086919658,2.707777613,2.28262484548,2.44086097582,1.8724816622,1.53687983684,1.54228618609,1.89456280399,1.46208942462,1.26747839771,1.04593261545,0.,1.81491666875,1.22075262601,3.1087001739,2.51013370026,2.55978574791,3.33864658848,2.51294684623,3.16434950149,3.51096657849,2.91596796215,2.66138046095,2.41183449941,2.68255249724,1.81569541395,2.62921673684,2.65140157736,2.65991021481,2.79729315768,6.0193025415	3.58278291665,3.58278291665,3.58278291665,3.58278291665,3.41232669735,0.674371262938,0.674371262938,0.217083907333,3.62547777038,0.423308727526,0.217083907333,0.,0.326246879814,3.15315485383,0.0710127517495,3.29005550543,0.0710127517495,3.2802659916,0.0710127517495,3.49798550042,3.48739098184,3.49798550042,0.774978175203,0.774978175203,3.49478669631,1.08774104106,1.08774104106,1.14242983553,1.18194686187,1.4818496091,4.53339885635	job_3500625.out
