is_coea_point	is_ea_point	fevals	f1	f2	pred	prey	rel_pred_distances	rel_prey_distances	experiment
false	false	40299000	0.595871	0.696411	[| 0.0174320219334 ; 0.809496513293 ; 0.236930271839 ; -0.577286999903 ; 0.266668620796 ; 0.574569854702 ; -0.811662122332 ; 0.658336216704 ; -0.35967170674 ; -0.884064601369 ; 0.79473622469 ; 0.00765921812783 ; -0.253787511238 ; 0.397492636999 ; 0.262252598229 ; 0.109586975994 ; 0.765036597156 ; 0.148209371199 ; 0.00105763377892 ; 0.638604897763 ; 0.821004368211 ; 0.356579212296 |]	[| 194 ; 18.38312682 ; 7.15703443 ; 20.5297852966 ; 13.6493869821 ; 7.20814817746 ; 20.2048039038 ; 9.03220725131 ; 4.38572426443 ; 2.94492491018 ; 4.14710925977 ; 4.70159868658 ; 4.30925993656 ; 3.13017391633 ; 3.05192037214 |]	2.57302853221,2.75733970392,2.78109098857,2.38616915149,3.12099414092,2.65979898433,2.39054276322,2.81691194314,2.89510677852,2.57589668503,2.3419969201,3.71502594859,2.39013349705,1.10680084775,0.,0.569976801997,2.34654323602,2.62671123389,3.17252382107,3.24066264992,3.28540080635,8.29406634342,7.66801269253,6.10610111044,6.77311418389,5.51106358924,5.96630171241,7.1723122623	3.76066161689,3.75040326951,3.75040326951,2.96149110862,2.98484634768,2.8939027972,2.96149110862,2.93131825718,3.26024709804,0.71212905821,3.28614549395,3.17804619049,3.28614549395,3.73722149513,0.,0.,3.68187933901,3.73165544678,3.55851950314,3.57487176742,4.30301166775,5.37869988969,5.37869988969,5.37869988969,5.29818804554,5.29818804554,5.29818804554,5.27548665457	job_3500625.out
false	false	40299000	0.595880	0.696411	[| 0.0174320219334 ; 0.809496513293 ; 0.236930271839 ; -0.577286999903 ; 0.266668620796 ; 0.574569854702 ; -0.811662122332 ; 0.658336216704 ; -0.35967170674 ; -0.884064601369 ; 0.478211729264 ; 0.00765921812783 ; -0.253787511238 ; 0.397492636999 ; 0.262252598229 ; 0.109586975994 ; 0.765036597156 ; 0.148209371199 ; 0.00105763377892 ; 0.638604897763 ; 0.409289813927 ; 0.356579212296 |]	[| 194 ; 18.38312682 ; 7.15703443 ; 20.5297852966 ; 13.6493869821 ; 7.20814817746 ; 20.2048039038 ; 9.03220725131 ; 4.38572426443 ; 2.94492491018 ; 4.14710925977 ; 4.70159868658 ; 4.30925993656 ; 3.13017391633 ; 3.05192037214 |]	2.09726112681,2.26566642167,2.21111418657,2.13271684492,2.55101733893,2.40634667775,2.12918074236,2.56345963657,2.68076589123,2.32244437846,2.08854461352,3.14504914659,2.13668119048,0.53682404575,0.569976801997,0.,2.91652003801,2.21978111578,2.60254701908,2.67068584792,2.71542400436,7.72408954142,7.09803589054,5.75930005279,6.20313738189,4.94139326262,6.15891899436,6.60233546031	3.76066161689,3.75040326951,3.75040326951,2.96149110862,2.98484634768,2.8939027972,2.96149110862,2.93131825718,3.26024709804,0.71212905821,3.28614549395,3.17804619049,3.28614549395,3.73722149513,0.,0.,3.68187933901,3.73165544678,3.55851950314,3.57487176742,4.30301166775,5.37869988969,5.37869988969,5.37869988969,5.29818804554,5.29818804554,5.29818804554,5.27548665457	job_3500625.out
false	false	40299000	0.596527	0.696400	[| 0.0256996872711 ; 0.820959943075 ; 0.157858174677 ; -0.577286999903 ; 0.668917513985 ; 0.574569854702 ; -0.642536260098 ; 0.644371748847 ; -0.416249604494 ; -0.156033375582 ; 0.947450821556 ; -0.230909591157 ; 0.75291388992 ; 0.580130196071 ; 0.262252598229 ; 0.064491439864 ; 0.695923195926 ; 0.148570383098 ; 0.000931094478579 ; 0.51884970402 ; 0.974144410769 ; 0.78097822315 |]	[| 213 ; 9.7651225978 ; 7.10451524079 ; 19.7854159555 ; 12.7807847019 ; 7.40581737186 ; 19.733433352 ; 12.5233819515 ; 4.23374448762 ; 4.76789903233 ; 2.742713084 ; 4.79626608418 ; 3.17791620986 ; 2.71025532849 ; 4.62738380439 |]	3.46380711257,3.61220214946,3.50716781275,2.68446848467,3.68933360052,2.36110945339,3.32889898383,3.03473198206,3.31363684811,2.46498509039,2.91726592228,3.09796384561,2.68803395736,2.44801188092,2.34654323602,2.91652003801,0.,3.57511875966,3.12118755272,3.10213514289,3.234064538,8.07994458268,7.77705860171,6.53695443768,6.55899242316,6.18531142195,6.1102381785,6.71962169228	1.99703654476,2.21873804913,2.21873804913,1.05393965169,1.43577563567,1.39019892524,1.05393965169,1.92024230369,2.81206095907,3.19839964017,2.76278871271,2.82689828594,2.76278871271,0.232416319151,3.68187933901,3.68187933901,0.,0.19793586915,0.411644504602,0.539583272649,0.731998882183,4.98739316213,4.98739316213,4.98739316213,4.90688131799,4.90688131799,4.90688131799,4.93845665173	job_3500625.out
false	false	40299000	0.597127	0.696319	[| 0.0256996872711 ; 0.775465787415 ; 0.248135561742 ; -0.548443770811 ; 0.337599335813 ; 0.574569854702 ; -0.787672889483 ; 0.522716496754 ; -0.84625340288 ; -0.0585910328091 ; -0.130142775314 ; 0.205771972765 ; 0.0227342928145 ; -0.809326300454 ; 0.251578927946 ; 0.134465015116 ; 0.782961636667 ; 0.148570383098 ; 0.00152202324144 ; 0.597112460261 ; 0.490813155872 ; 0.420518281022 |]	[| 213 ; 9.7651225978 ; 7.0871062183 ; 19.7854159555 ; 12.5678306306 ; 7.40581737186 ; 19.7807541278 ; 12.5233819515 ; 4.81533019148 ; 4.76789903233 ; 2.87353260826 ; 4.79626608418 ; 3.17791620986 ; 2.71025532849 ; 4.62738380439 |]	2.36132832528,1.94645958053,2.38754126797,2.91626442507,2.76894975732,2.84650802149,1.80737005197,2.62581067596,2.16576385289,3.07659598309,2.70069975128,2.95591771055,2.91468049036,2.35014887043,2.62671123389,2.21978111578,3.57511875966,0.,2.55831379376,2.99666754645,2.60630736907,6.45342560838,6.15053962741,4.52098614578,5.18028140384,5.39733132904,4.53889168342,5.63708011801	2.1581623386,2.34877715293,2.34877715293,1.1864657587,1.56636414744,1.52272503226,1.1864657587,1.81393288674,2.7160840757,3.24817574794,2.66681182934,2.73092140257,2.66681182934,0.0344804500007,3.73165544678,3.73165544678,0.19793586915,0.,0.250890756472,0.677653533905,0.767719950111,4.87417934254,4.87417934254,4.87417934254,4.7936674984,4.7936674984,4.7936674984,4.82524283214	job_3500625.out
false	false	40299000	0.597356	0.692205	[| 0.0553479549993 ; 0.749338708146 ; 0.296724057156 ; -0.55855429301 ; 0.487461227804 ; 0.574569854702 ; -0.991875995159 ; 0.634350568408 ; -0.416249604494 ; -0.889292573652 ; -0.675164238289 ; -0.15357924957 ; 0.749551061547 ; -0.431418555608 ; 0.251286631769 ; 0.139201611496 ; 0.769330798412 ; 0.148570383098 ; 0.00105448473207 ; 0.600651989266 ; 0.329731138858 ; 0.842207599921 |]	[| 213 ; 9.7651225978 ; 7.0871062183 ; 19.7854159555 ; 13.0249213571 ; 7.40581737186 ; 19.733433352 ; 13.0203448655 ; 4.81533019148 ; 4.76789903233 ; 3.21622542179 ; 4.79626608418 ; 3.55267944612 ; 2.71025532849 ; 4.62738380439 |]	2.24746863225,1.94950843497,2.18202433589,2.56264550065,2.37786178338,2.38676453294,2.15567404724,2.66590288478,2.96262651491,2.1943558017,2.39554890034,2.93348909444,2.18230220097,2.12401768154,3.17252382107,2.60254701908,3.12118755272,2.55831379376,0.,0.547848000539,0.489341112368,6.44889510097,5.84427216897,5.30030315675,5.21426472902,5.73810177033,6.05305879837,5.17369033077	2.33699430902,2.35626271659,2.35626271659,1.09549799399,1.47539638273,1.43175726755,1.09549799399,1.7285550641,2.71604811188,3.0750398043,2.674297393,2.73840696623,2.674297393,0.285371206473,3.55851950314,3.55851950314,0.411644504602,0.250890756472,0.,0.856485504328,0.946551920534,4.62328858607,4.62328858607,4.62328858607,4.54277674193,4.54277674193,4.54277674193,4.57435207567	job_3500625.out
false	false	40299000	0.597749	0.691577	[| 0.0312549822068 ; 0.749338708146 ; 0.242346898102 ; -0.55855429301 ; 0.487461227804 ; 0.574569854702 ; -0.991875995159 ; 0.634350568408 ; -0.416249604494 ; -0.889292573652 ; -0.675164238289 ; -0.15357924957 ; 0.746304447453 ; -0.116748373652 ; 0.251286631769 ; 0.0604703925051 ; 0.769330798412 ; 0.227905246996 ; 0.000444425544103 ; 0.600651989266 ; 0.22026501448 ; 0.911673383661 |]	[| 213 ; 9.7651225978 ; 7.02766385941 ; 19.7854159555 ; 13.0249213571 ; 7.40581737186 ; 18.8545546499 ; 12.5233819515 ; 4.25312358991 ; 3.75389528087 ; 2.83809119106 ; 4.57019922052 ; 2.72605015756 ; 2.70143518287 ; 4.62738380439 |]	2.72397879534,2.44470375745,2.45828740962,2.81663219729,2.42941912723,2.6404016753,2.47954191715,3.10697543595,3.33921748168,2.57884456823,2.79602293241,2.9120998801,2.5667909675,2.19215651039,3.24066264992,2.67068584792,3.10213514289,2.99666754645,0.547848000539,0.,0.441792737062,6.73724298108,5.95567430144,5.61962829035,5.50261260913,5.7537659696,6.22593074161,5.46203821088	2.22730608292,2.43564160586,2.43564160586,1.3905425282,1.81580775698,1.72680180175,1.3905425282,2.08354424666,2.89626115808,3.35295062146,2.62105588557,2.91339614375,2.62105588557,0.712133983906,3.57487176742,3.57487176742,0.539583272649,0.677653533905,0.856485504328,0.,0.991998315416,5.30916706477,5.30916706477,5.30916706477,5.22865522063,5.22865522063,5.22865522063,5.26023055437	job_3500625.out
false	false	40299000	0.597894	0.687020	[| 0.0553479549993 ; 0.749338708146 ; 0.242346898102 ; -0.55855429301 ; 0.487461227804 ; 0.574569854702 ; -0.991875995159 ; 0.634350568408 ; -0.799535453384 ; -0.889292573652 ; -0.675164238289 ; -0.15357924957 ; 0.749551061547 ; -0.136078698286 ; 0.251286631769 ; 0.12582805614 ; 0.769330798412 ; 0.148570383098 ; 0.00105448473207 ; 0.600651989266 ; 0.22026501448 ; 0.842207599921 |]	[| 213 ; 9.7651225978 ; 7.07179357084 ; 19.7854159555 ; 13.0249213571 ; 7.40581737186 ; 19.733433352 ; 12.5233819515 ; 4.55320008363 ; 4.76789903233 ; 1.6120894618 ; 4.79626608418 ; 2.3819521859 ; 2.10740542055 ; 4.62738380439 |]	2.71812458523,2.43884954733,2.31367939349,2.76779550291,2.38058243285,2.5919145352,2.58946452601,2.88165590522,3.04438164561,2.57299035811,2.63919559278,2.99667691472,2.56093675738,2.23689466682,3.28540080635,2.71542400436,3.234064538,2.60630736907,0.489341112368,0.441792737062,0.,6.51125691103,5.72968823138,5.52978128551,5.41276560429,5.49444001743,6.26679906403,5.37219120604	2.26823659367,2.33949500104,2.33949500104,1.71174524666,2.0916436354,2.04800452022,1.71174524666,2.41980871396,3.34945537821,3.81953196891,2.9980945371,3.29837228173,2.9980945371,0.802200400112,4.30301166775,4.30301166775,0.731998882183,0.767719950111,0.946551920534,0.991998315416,0.,5.52478758127,5.52478758127,5.52478758127,5.44427573713,5.44427573713,5.44427573713,5.47585107087	job_3500625.out
false	false	40299000	0.667804	0.683463	[| 0.897458295706 ; 0.622397851712 ; -0.614827854101 ; -0.80553677947 ; 0.191439154971 ; -0.0175275938498 ; 0.543780605977 ; -0.688991292588 ; -0.74686524664 ; -0.282725282721 ; -0.836472794806 ; 0.524127267221 ; 0.142752197132 ; -0.494536299718 ; 0.00128237446567 ; 0.499222513155 ; 0.572718122508 ; 0.536304618454 ; 3.24816711683e-10 ; 0.0460943385309 ; 0.308737888304 ; 0.809224650088 |]	[| 123 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 16.1774869072 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.70956736049 |]	7.55361052927,7.57481171232,7.6377991243,7.3339996595,6.6508429487,7.0300261935,7.01135343701,6.93253102919,6.54862997143,7.5316122687,7.09458266265,7.21531190898,7.30856340173,7.7813714985,8.29406634342,7.72408954142,8.07994458268,6.45342560838,6.44889510097,6.73724298108,6.51125691103,0.,0.966749461577,3.14826236317,1.57767710899,6.27909563171,4.20879621096,2.10658241226	6.12788185122,6.11762350384,6.11762350384,4.95147510224,5.29441018541,5.2877343758,4.95147510224,4.53216925796,3.92533304325,4.83182175591,4.20904476957,4.06746846651,4.20904476957,4.86861329419,5.37869988969,5.37869988969,4.98739316213,4.87417934254,4.62328858607,5.30916706477,5.52478758127,0.,0.,0.,1.08051184414,1.08051184414,1.08051184414,1.23313380109	job_3500625.out
false	false	40299000	0.670724	0.683463	[| 0.880510838128 ; 0.762598950902 ; -0.376656914297 ; -0.808573216129 ; 0.191439154971 ; -0.0175275938498 ; 0.518283494415 ; -0.591027855776 ; -0.74686524664 ; -0.605892952637 ; -0.836472794806 ; 0.420206773086 ; 0.142752197132 ; -0.494536299718 ; 0.00111405287139 ; 0.25432933991 ; 0.572718122508 ; 0.536304618454 ; 4.30721650704e-10 ; 0.0460943385309 ; 0.142621406192 ; 0.811769533396 |]	[| 123 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 16.1774869072 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.70956736049 |]	6.92755687838,6.94875806143,6.74661672013,6.70794600861,5.75794030347,6.54999404869,6.38529978613,6.30647737831,6.03591413235,6.90555861782,6.46852901177,6.7874271609,6.68250975085,7.15531784761,7.66801269253,7.09803589054,7.77705860171,6.15053962741,5.84427216897,5.95567430144,5.72968823138,0.966749461577,0.,3.04298571486,1.30206553633,5.89087627744,4.07275447368,1.9792488167	6.12788185122,6.11762350384,6.11762350384,4.95147510224,5.29441018541,5.2877343758,4.95147510224,4.53216925796,3.92533304325,4.83182175591,4.20904476957,4.06746846651,4.20904476957,4.86861329419,5.37869988969,5.37869988969,4.98739316213,4.87417934254,4.62328858607,5.30916706477,5.52478758127,0.,0.,0.,1.08051184414,1.08051184414,1.08051184414,1.23313380109	job_3500625.out
false	false	40299000	0.674033	0.683463	[| 0.776110082913 ; 0.762598950902 ; -0.376656914297 ; -0.831892025572 ; -0.119366653663 ; -0.397593978967 ; -0.739323087815 ; 0.077272610036 ; -0.610726181434 ; -0.267855935712 ; -0.78837323439 ; 0.751600895961 ; 0.0853657256603 ; -0.420409307994 ; 0.000919017169641 ; 0.302860299092 ; 0.602405996296 ; 0.536304618454 ; 4.51151493537e-10 ; 0.431741631494 ; 0.520877686103 ; 0.528142655249 |]	[| 123 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 16.1774869072 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.70956736049 |]	5.89813701336,5.66323216714,6.00562695011,5.86349451513,5.26215173744,5.60145406531,5.02783476092,5.60331970437,5.07754904093,6.16810344834,5.67222703594,5.98593057405,5.88620777502,5.87396848134,6.10610111044,5.75930005279,6.53695443768,4.52098614578,5.30030315675,5.61962829035,5.52978128551,3.14826236317,3.04298571486,0.,2.82370713824,5.69942671926,2.40509718343,2.992673718	6.12788185122,6.11762350384,6.11762350384,4.95147510224,5.29441018541,5.2877343758,4.95147510224,4.53216925796,3.92533304325,4.83182175591,4.20904476957,4.06746846651,4.20904476957,4.86861329419,5.37869988969,5.37869988969,4.98739316213,4.87417934254,4.62328858607,5.30916706477,5.52478758127,0.,0.,0.,1.08051184414,1.08051184414,1.08051184414,1.23313380109	job_3500625.out
false	false	40299000	0.679336	0.683462	[| 0.883086026429 ; 0.762598950902 ; -0.376656914297 ; -0.816497765443 ; 0.191439154971 ; -0.0175275938498 ; 0.543780605977 ; 0.340836774459 ; -0.610726181434 ; -0.282725282721 ; -0.415362936217 ; 0.0496790138921 ; 0.142752197132 ; -0.538960368807 ; 0.00061242726714 ; 0.25432933991 ; 0.572718122508 ; 0.536304618454 ; 8.8368447913e-10 ; 0.0460943385309 ; 0.308737888304 ; 0.809224650088 |]	[| 139 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 15.0503210892 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.70956736049 |]	5.98832642992,6.0094354837,6.07242289568,5.81304749997,5.45920454262,5.50907403397,5.4459772084,5.39071568196,5.63826513044,6.01066010917,5.57363050313,5.69435974945,5.78761124221,6.26041933897,6.77311418389,6.20313738189,6.55899242316,5.18028140384,5.21426472902,5.50261260913,5.41276560429,1.57767710899,1.30206553633,2.82370713824,0.,5.4811328732,3.57247908997,1.29125532579	6.04737000708,6.03711165969,6.03711165969,4.8709632581,5.21389834126,5.20722253166,4.8709632581,4.45165741382,3.84482119911,4.75130991177,4.12853292542,3.98695662237,4.12853292542,4.78810145005,5.29818804554,5.29818804554,4.90688131799,4.7936674984,4.54277674193,5.22865522063,5.44427573713,1.08051184414,1.08051184414,1.08051184414,0.,0.,0.,1.15262195694	job_3500625.out
false	false	40299000	0.680528	0.683462	[| 0.348746202559 ; 0.999331915574 ; -0.749263914427 ; -0.25443934126 ; -0.7967302349 ; 0.773672330961 ; 0.37033336231 ; -0.00918251594753 ; -0.882117667678 ; -0.829780326055 ; -0.0722891600173 ; -0.470802821382 ; 0.498799778751 ; 0.425659660583 ; 0.000528414613656 ; 0.237379525139 ; 0.916071640788 ; 0.296319233194 ; 1.47026693734e-09 ; 0.397165870398 ; 0.409443051615 ; 0.271399504719 |]	[| 139 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 15.0503210892 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.70956736049 |]	5.32562825089,5.04560998862,5.16025027394,5.92799344993,5.43995256101,5.71885238117,5.09218648275,5.21864712865,5.99356830537,5.70840175389,5.6286342057,5.25627124709,5.5503753703,4.64262763807,5.51106358924,4.94139326262,6.18531142195,5.39733132904,5.73810177033,5.7537659696,5.49444001743,6.27909563171,5.89087627744,5.69942671926,5.4811328732,0.,5.17322324374,4.95134969979	6.04737000708,6.03711165969,6.03711165969,4.8709632581,5.21389834126,5.20722253166,4.8709632581,4.45165741382,3.84482119911,4.75130991177,4.12853292542,3.98695662237,4.12853292542,4.78810145005,5.29818804554,5.29818804554,4.90688131799,4.7936674984,4.54277674193,5.22865522063,5.44427573713,1.08051184414,1.08051184414,1.08051184414,0.,0.,0.,1.15262195694	job_3500625.out
false	false	40299000	0.681940	0.683460	[| 0.376951926926 ; 0.730968754531 ; -0.376656914297 ; -0.80553677947 ; -0.22484530134 ; -0.508203555341 ; 0.195609206678 ; -0.0518535814937 ; -0.610726181434 ; -0.225303446003 ; -0.286340604636 ; 0.947080489132 ; 0.142752197132 ; -0.887194503019 ; 0.000453480146879 ; 0.0598969202026 ; 0.572718122508 ; 0.392004030232 ; 3.48542551474e-09 ; 0.433554744156 ; 0.790586855899 ; 0.528142655249 |]	[| 139 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 15.0503210892 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.70956736049 |]	5.8707608457,5.74187105756,6.06248428625,6.09750083352,5.59299565945,5.87066735816,4.71007970514,5.46709496371,4.91371530784,6.36582824205,5.928798636,6.10619338183,6.14277937508,6.21620095143,5.96630171241,6.15891899436,6.1102381785,4.53889168342,6.05305879837,6.22593074161,6.26679906403,4.20879621096,4.07275447368,2.40509718343,3.57247908997,5.17322324374,0.,4.23660568861	6.04737000708,6.03711165969,6.03711165969,4.8709632581,5.21389834126,5.20722253166,4.8709632581,4.45165741382,3.84482119911,4.75130991177,4.12853292542,3.98695662237,4.12853292542,4.78810145005,5.29818804554,5.29818804554,4.90688131799,4.7936674984,4.54277674193,5.22865522063,5.44427573713,1.08051184414,1.08051184414,1.08051184414,0.,0.,0.,1.15262195694	job_3500625.out
false	false	40299000	0.683448	0.683459	[| 0.856918402239 ; 0.762598950902 ; -0.552545942895 ; -0.203309258992 ; 0.0860620403786 ; 0.0593638348282 ; 0.106604670454 ; 0.230870694195 ; -0.610726181434 ; -0.282725282721 ; -0.836472794806 ; -0.495860626092 ; 0.142752197132 ; -0.494536299718 ; 0.000305558753019 ; 0.25432933991 ; 0.572718122508 ; 0.536304618454 ; 3.08550829699e-09 ; 0.0460943385309 ; 0.308737888304 ; 0.809224650088 |]	[| 90 ; 14.0012754736 ; 15.159912208 ; 14.6860870063 ; 15.0503210892 ; 14.6910749972 ; 15.0911297756 ; 14.0198875193 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.71437661542 ; 4.51883035495 |]	6.58664347997,6.31515280446,6.36079137762,6.26004417533,5.91832351853,5.82296242248,5.83877839113,5.66020942263,6.07948300461,6.04096194175,5.60393233571,5.59003798365,5.81791307479,6.65961741738,7.1723122623,6.60233546031,6.71962169228,5.63708011801,5.17369033077,5.46203821088,5.37219120604,2.10658241226,1.9792488167,2.992673718,1.29125532579,4.95134969979,4.23660568861,0.	6.10995944051,6.09970109312,6.09970109312,4.9436303699,5.28656545306,5.27988964345,4.9436303699,4.44601316109,3.82991167674,4.72860852079,4.11362340306,3.9720471,4.11362340306,4.81967678379,5.27548665457,5.27548665457,4.93845665173,4.82524283214,4.57435207567,5.26023055437,5.47585107087,1.23313380109,1.23313380109,1.23313380109,1.15262195694,1.15262195694,1.15262195694,0.	job_3500625.out
true	false	40299000	0.603022	0.657622	[| 0.0541230218399 ; 0.000211447810818 ; 0.711972094584 ; 0.967792280837 ; 0.0470298433744 ; 0.340001194915 ; 0.348479831372 ; 0.227125911204 ; -0.939713432409 ; -0.53122498918 ; 0.060797322806 ; 0.268006820656 ; -0.403765414636 ; 0.283443543023 ; 0.00550511920164 ; 1.56968992848e-05 ; 0.0150273752337 ; 0.00702415296826 ; 0.232132118692 ; 0.0302196860411 ; 0.214695454072 ; 0.372570125648 |]	[| 90 ; 14.0012754736 ; 15.159912208 ; 14.6860870063 ; 15.0503210892 ; 14.6910749972 ; 15.0911297756 ; 14.0198875193 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.71437661542 ; 4.51883035495 |]	7.22866246217,7.37933295507,7.06007242585,7.19485508766,6.48901629604,6.99327360543,6.81580391572,6.59359163875,6.5702709478,7.49587453112,7.04285965953,6.68597832833,7.27282566415,6.57825349481,6.69368660756,6.12370980556,7.93127658396,6.35299628252,7.55306874909,7.40415540052,7.11810479577,7.65098668038,7.19191832286,8.07790624767,6.87861445446,6.86736471761,7.32420286817,6.97238655378	6.10995944051,6.09970109312,6.09970109312,4.9436303699,5.28656545306,5.27988964345,4.9436303699,4.44601316109,3.82991167674,4.72860852079,4.11362340306,3.9720471,4.11362340306,4.81967678379,5.27548665457,5.27548665457,4.93845665173,4.82524283214,4.57435207567,5.26023055437,5.47585107087,1.23313380109,1.23313380109,1.23313380109,1.15262195694,1.15262195694,1.15262195694,0.	job_3500625.out
